E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\1-5\0\0_0.wav, 男, 33, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_311.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_312.wav, 男, 44, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_313.wav, 男, 50, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_314.wav, 男, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_315.wav, 男, 39, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_316.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_317.wav, 男, 30, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_318.wav, 男, 53, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_319.wav, 男, 50, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_32.wav, 男, 39, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_320.wav, 男, 36, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_321.wav, 男, 40, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_322.wav, 男, 35, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_323.wav, 男, 43, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_324.wav, 男, 44, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_325.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_326.wav, 男, 56, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_327.wav, 男, 50, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_328.wav, 男, 49, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_329.wav, 男, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_33.wav, 男, 49, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_330.wav, 男, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_331.wav, 男, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_332.wav, 男, 50, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_333.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_334.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_335.wav, 男, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_336.wav, 男, 43, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_337.wav, 男, 40, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_338.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_339.wav, 男, 59, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_34.wav, 男, 63, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_340.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_341.wav, 男, 33, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_342.wav, 男, 43, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_343.wav, 男, 36, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_344.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_345.wav, 男, 46, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_346.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_347.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_348.wav, 男, 41, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_349.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_35.wav, 男, 53, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_350.wav, 男, 58, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_351.wav, 男, 44, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_352.wav, 男, 58, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_353.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_354.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_355.wav, 男, 39, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_356.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_357.wav, 男, 58, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_358.wav, 男, 52, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_359.wav, 男, 50, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_36.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_360.wav, 男, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_361.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_362.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_363.wav, 男, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_364.wav, 男, 61, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_365.wav, 男, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_366.wav, 男, 37, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_367.wav, 男, 42, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_368.wav, 男, 34, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_369.wav, 男, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_37.wav, 男, 53, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_370.wav, 男, 45, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_371.wav, 男, 43, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_372.wav, 男, 49, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_373.wav, 男, 50, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_374.wav, 男, 50, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_375.wav, 男, 57, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_376.wav, 男, 57, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_377.wav, 男, 44, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_38.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_39.wav, 男, 58, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_4.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_40.wav, 男, 56, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_41.wav, 男, 41, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_42.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_43.wav, 男, 46, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_44.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_45.wav, 男, 56, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_46.wav, 男, 52, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_47.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_48.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_49.wav, 男, 39, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_5.wav, 男, 61, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_50.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_51.wav, 男, 59, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_52.wav, 男, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_53.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_54.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_55.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_56.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_57.wav, 男, 38, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_58.wav, 男, 40, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_59.wav, 男, 28, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_6.wav, 男, 52, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_60.wav, 男, 41, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_61.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_62.wav, 男, 52, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_63.wav, 男, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_64.wav, 男, 44, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_65.wav, 男, 41, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_66.wav, 男, 44, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_67.wav, 男, 46, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_68.wav, 男, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_69.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_7.wav, 男, 45, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_70.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_71.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_72.wav, 男, 43, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_73.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_74.wav, 男, 58, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_75.wav, 男, 56, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_76.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_77.wav, 男, 56, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_78.wav, 男, 53, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_79.wav, 男, 67, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_8.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_80.wav, 男, 59, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_81.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_82.wav, 男, 57, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p04 16-20\2\多人有声剧《斗破苍穹》完整版 p04 16-20_2_83.wav, 男, 61, 中立
